time,currency,title,priority,actual,forecast,previous
"2016-07-14T21:30:00","nzd","NZD REINZ House Sales (YoY) (JUN)","Medium","6.0%","","13.6%"
"2016-07-14T23:00:00","usd","USD Fed's Kaplan speaks in St. Louis","Low","","",""
"2016-07-15T00:00:00","eur","EUR ECB Survey of Professional Forecasters","Medium","","",""
"2016-07-15T02:00:00","cny","CNY Industrial Production (YoY) (JUN)","Medium","6.2%","5.9%","6.0%"
"2016-07-15T02:00:00","cny","CNY Industrial Production YTD (YoY) (JUN)","Medium","6.0%","5.9%","5.9%"
"2016-07-15T02:00:00","cny","CNY Retail Sales (YoY) (JUN)","Medium","10.6%","9.9%","10.0%"
"2016-07-15T02:00:00","cny","CNY Retail Sales YTD (YoY) (JUN)","Medium","10.3%","10.2%","10.2%"
"2016-07-15T02:00:00","cny","CNY Fixed Assets Ex Rural YTD (YoY) (JUN)","Medium","9.0%","9.4%","9.6%"
"2016-07-15T02:00:00","cny","CNY GDP YTD (YoY) (2Q)","High","6.7%","6.6%","6.7%"
"2016-07-15T02:00:00","cny","CNY GDP SA (QoQ) (2Q)","High","1.8%","1.6%","1.2%"
"2016-07-15T02:00:00","cny","CNY GDP (YoY) (2Q)","High","6.7%","6.6%","6.7%"
"2016-07-15T02:02:00","cny","CNY Money Supply M1 (YoY) (JUN)","Low","24.6%","22.6%","23.7%"
"2016-07-15T02:02:00","cny","CNY Aggregate Financing CNY (JUN)","Low","1630.0b","1100.0b","659.9b"
"2016-07-15T02:02:00","cny","CNY New Yuan Loans CNY (JUN)","Low","1380.0b","1000.0b","985.5b"
"2016-07-15T02:02:00","cny","CNY Money Supply M2 (YoY) (JUN)","Low","11.8%","11.4%","11.8%"
"2016-07-15T02:02:00","cny","CNY Money Supply M0 (YoY) (JUN)","Low","7.2%","6.1%","6.3%"
"2016-07-15T06:00:00","eur","EUR EU 25 New Car Registrations (JUN)","Low","6.9%","","16.0%"
"2016-07-15T08:30:00","gbp","GBP Construction Output SA (MoM) (MAY)","Low","-2.1%","-1.3%","2.8%"
"2016-07-15T08:30:00","gbp","GBP Construction Output SA (YoY) (MAY)","Low","-1.9%","-3.6%","-0.6%"
"2016-07-15T09:00:00","eur","EUR Euro-Zone Trade Balance s.a. (euros) (MAY)","Low","24.5b","25.0b","25.4b"
"2016-07-15T09:00:00","eur","EUR Euro-Zone Trade Balance (euros) (MAY)","Low","24.6b","25.0b","27.5b"
"2016-07-15T09:00:00","eur","EUR Euro-Zone Consumer Price Index (MoM) (JUN)","Low","0.2%","0.2%","0.4%"
"2016-07-15T09:00:00","eur","EUR Euro-Zone Consumer Price Index (YoY) (JUN F)","Medium","0.1%","0.1%","0.1%"
"2016-07-15T09:00:00","eur","EUR Euro-Zone Consumer Price Index - Core (YoY) (JUN F)","Medium","0.9%","0.9%","0.9%"
"2016-07-15T12:00:00","cad","CAD Mark Carney speaks on climate change in Toronto","Low","","",""
"2016-07-15T12:30:00","cad","CAD Manufacturing Shipments (MoM) (MAY)","Low","-1.0%","-0.8%","1.0%"
"2016-07-15T12:30:00","usd","USD Advance Retail Sales (JUN)","High","0.6%","0.1%","0.2%"
"2016-07-15T12:30:00","usd","USD Retail Sales Less Autos (JUN)","Medium","0.7%","0.4%","0.4%"
"2016-07-15T12:30:00","usd","USD Retail Sales Ex Auto and Gas (JUN)","Low","0.7%","0.3%","0.2%"
"2016-07-15T12:30:00","usd","USD Consumer Price Index (MoM) (JUN)","Medium","0.2%","0.3%","0.2%"
"2016-07-15T12:30:00","usd","USD Consumer Price Index Ex Food & Energy (MoM) (JUN)","Medium","0.2%","0.2%","0.2%"
"2016-07-15T12:30:00","usd","USD Retail Sales Control Group (JUN)","Medium","0.5%","0.3%","0.5%"
"2016-07-15T12:30:00","usd","USD Consumer Price Index (YoY) (JUN)","High","1.0%","1.1%","1.0%"
"2016-07-15T12:30:00","usd","USD Consumer Price Index Ex Food & Energy (YoY) (JUN)","High","2.3%","2.2%","2.2%"
"2016-07-15T12:30:00","usd","USD Consumer Price Index n.s.a. (JUN)","Low","241.038","241.108","240.236"
"2016-07-15T12:30:00","usd","USD Consumer Price Index Core Index s.a. (JUN)","Low","247.495","247.523","247.074"
"2016-07-15T12:30:00","usd","USD Real Avg Weekly Earnings (YoY) (JUN)","Medium","1.2%","","1.1%"
"2016-07-15T12:30:00","usd","USD Empire Manufacturing (JUL)","Low","0.55","5","6.01"
"2016-07-15T13:00:00","cad","CAD Existing Home Sales (MoM) (JUN)","Medium","-0.9%","","-2.8%"
"2016-07-15T13:15:00","usd","USD Industrial Production (JUN)","Medium","0.6%","0.3%","-0.3%"
"2016-07-15T13:15:00","usd","USD Capacity Utilization (JUN)","Low","75.4%","75.1%","74.9%"
"2016-07-15T13:15:00","usd","USD Manufacturing (SIC) Production (JUN)","Medium","0.4%","0.3%","-0.3%"
"2016-07-15T14:00:00","usd","USD Business Inventories (MAY)","Medium","0.2%","0.1%","0.1%"
"2016-07-15T14:00:00","usd","USD U. of Michigan Confidence (JUL P)","High","89.5","93.5","93.5"
"2016-07-15T14:00:00","usd","USD U. of Mich. Current Conditions (JUL P)","Medium","108.7","109.9","110.8"
"2016-07-15T14:00:00","usd","USD U. of Mich. Expectations (JUL P)","Low","77.1","83.0","82.4"
"2016-07-15T14:00:00","usd","USD U. of Mich. 1 Yr Inflation (JUL P)","Low","2.8%","","2.6%"
"2016-07-15T14:00:00","usd","USD U. of Mich. 5-10 Yr Inflation (JUL P)","Low","2.6%","","2.6%"
"2016-07-15T17:00:00","usd","USD Baker Hughes U.S. Rig Count (JUL 15)","Medium","447","","440"
"2016-07-15T17:00:00","usd","USD Fed's Williams speaks at closed event in Massachusetts","Low","","",""
"2016-07-15T17:15:00","usd","USD Fed's Bullard and Kashkari speak at OMFIF meeting in St. Louis","Medium","","",""
"2016-07-03T09:10:00","eur","EUR ECB Board Member Coeure on Panel in Aix-en-Provence, France","Medium","","",""
"2016-07-03T23:50:00","jpy","JPY Monetary Base (YoY) (JUN)","Medium","25.4%","","25.5%"
"2016-07-03T23:50:00","jpy","JPY Monetary Base End of period (JUN)","Medium","¥403.9t","","¥386.7t"
"2016-07-04T01:00:00","aud","AUD TD Securities Inflation (MoM) (JUN)","Low","0.6%","","-0.2%"
"2016-07-04T01:00:00","aud","AUD TD Securities Inflation (YoY) (JUN)","Medium","1.5%","","1.0%"
"2016-07-04T01:30:00","aud","AUD Building Approvals (MoM) (MAY)","Low","-5.2%","-3.5%","3.0%"
"2016-07-04T01:30:00","aud","AUD Building Approvals (YoY) (MAY)","Medium","-9.1%","-6.4%","0.7%"
"2016-07-04T08:00:00","chf","CHF Total Sight Deposits (JUL 1)","Low","507.5b","","501.2b"
"2016-07-04T08:00:00","chf","CHF Domestic Sight Deposits (JUL 1)","Low","430.3b","","423.5b"
"2016-07-04T08:30:00","gbp","GBP Markit/CIPS UK Construction PMI (JUN)","Medium","46.0","50.7","51.2"
"2016-07-04T08:30:00","eur","EUR Euro-Zone Sentix Investor Confidence (JUL)","Low","1.7","5.0","9.9"
"2016-07-04T09:00:00","eur","EUR Euro-Zone Producer Price Index (MoM) (MAY)","Low","0.6%","0.3%","-0.3%"
"2016-07-04T09:00:00","eur","EUR Euro-Zone Producer Price Index (YoY) (MAY)","Low","-3.9%","-4.1%","-4.4%"
"2016-07-04T13:30:00","cad","CAD RBC Canadian Manufacturing PMI (JUN)","Medium","51.8","","52.1"
"2016-07-04T14:30:00","cad","CAD Business Outlook Future Sales (2Q)","Low","5","","16"
"2016-07-04T14:30:00","cad","CAD Band of Canda Senior Loan Officer Survey (2Q)","Low","23.9","","6.6"
"2016-07-04T23:30:00","aud","AUD AiG Performance of Service Index (JUN)","Medium","51.3","","51.5"
"2016-07-04T23:30:00","aud","AUD ANZ Roy Morgan Weekly Consumer Confidence Index (JUL 3)","Low","115.8","","116.8"
"2016-07-05T00:00:00","nzd","NZD QV House Prices (YoY) (JUN)","Medium","13.5%","","12.4%"
"2016-07-05T01:00:00","nzd","NZD ANZ Commodity Price (JUN)","Low","3.7%","","1.1%"
"2016-07-05T01:30:00","aud","AUD Trade Balance (Australian dollar) (MAY)","Medium","-2218m","-1700m","-1785m"
"2016-07-05T01:30:00","aud","AUD Retail Sales s.a. (MoM) (MAY)","Medium","0.2%","0.3%","0.2%"
"2016-07-05T01:45:00","cny","CNY Caixin China PMI Services (JUN)","Medium","52.7","","51.2"
"2016-07-05T01:45:00","cny","CNY Caixin China PMI Composite (JUN)","Medium","50.3","","50.5"
"2016-07-05T02:00:00","jpy","JPY Nikkei Japan PMI Services (JUN)","Medium","49.4","","50.4"
"2016-07-05T02:00:00","jpy","JPY Nikkei Japan PMI Composite (JUN)","Medium","49.0","","49.2"
"2016-07-05T04:30:00","aud","AUD Reserve Bank of Australia Rate Decision (JUL 5)","High","1.75%","1.75%","1.75%"
"2016-07-05T07:45:00","eur","EUR Markit/ADACI Italy Services PMI (JUN)","Low","51.9","50.5","49.8"
"2016-07-05T07:45:00","eur","EUR Markit/ADACI Italy Composite PMI (JUN)","Low","52.6","","50.8"
"2016-07-05T07:50:00","eur","EUR Markit France Services PMI (JUN F)","Low","49.9","49.9","49.9"
"2016-07-05T07:50:00","eur","EUR Markit France Composite PMI (JUN F)","Low","49.6","49.5","49.4"
"2016-07-05T07:55:00","eur","EUR Markit Germany Services PMI (JUN F)","Low","53.7","53.2","53.2"
"2016-07-05T07:55:00","eur","EUR Markit/BME Germany Composite PMI (JUN F)","Low","54.4","54.1","54.1"
"2016-07-05T08:00:00","eur","EUR Markit Eurozone Services PMI (JUN F)","Low","52.8","52.4","52.4"
"2016-07-05T08:00:00","eur","EUR Markit Eurozone Composite PMI (JUN F)","Low","53.1","52.8","52.8"
"2016-07-05T08:30:00","gbp","GBP Official Reserves (Changes) (JUN)","Low","$1619m","","-$1168m"
"2016-07-05T08:30:00","gbp","GBP Markit/CIPS UK Services PMI (JUN)","Medium","52.3","52.8","53.5"
"2016-07-05T08:30:00","gbp","GBP Markit/CIPS UK Composite PMI (JUN)","Medium","52.4","52.0","53.0"
"2016-07-05T09:00:00","eur","EUR Euro-Zone Retail Sales (MoM) (MAY)","Low","0.4%","0.4%","0.2%"
"2016-07-05T09:00:00","eur","EUR Euro-Zone Retail Sales (YoY) (MAY)","Medium","1.6%","1.7%","1.4%"
"2016-07-05T09:30:00","gbp","GBP Carney Publishes BOE Financial Stability Report","High","","",""
"2016-07-05T12:00:00","nzd","NZD Dairy Auction Whole Milk Powder MT (JUL 5)","High","$2,062","","$2,118"
"2016-07-05T12:00:00","nzd","NZD Dairy Auction Avg. Winning Price MT (JUL 5)","High","$2,345","","$2,339"
"2016-07-05T13:45:00","usd","USD ISM New York (JUN)","Low","45.4","","37.2"
"2016-07-05T14:00:00","usd","USD IBD/TIPP Economic Optimism (JUL)","Low","45.5","48.2","48.2"
"2016-07-05T14:00:00","usd","USD Factory Orders (MAY)","Medium","-1.0%","-0.8%","1.8%"
"2016-07-05T14:00:00","usd","USD Factory Orders Ex Trans (MAY)","Low","0.1%","","0.3%"
"2016-07-05T14:00:00","usd","USD Durable Goods Orders (MAY F)","Medium","-2.3%","-2.2%","-2.2%"
"2016-07-05T14:00:00","usd","USD Durables Ex Transportation (MAY F)","Low","-0.3%","-0.3%","-0.3%"
"2016-07-05T14:00:00","usd","USD Cap Goods Orders Nondef Ex Air (MAY F)","Low","-0.4%","","-0.7%"
"2016-07-05T14:00:00","usd","USD Cap Goods Ship Nondef Ex Air (MAY F)","Low","-0.5%","","-0.5%"
"2016-07-05T15:30:00","usd","USD U.S. to Sell 3-Month Bills","Low","","",""
"2016-07-05T15:30:00","usd","USD U.S. to Sell 6-Month Bills","Low","","",""
"2016-07-05T23:01:00","gbp","GBP BRC Shop Price Index (YoY) (JUN)","Low","-2.0%","","-1.8%"
"2016-07-06T06:00:00","eur","EUR German Factory Orders s.a. (MoM) (MAY)","Low","0.0%","1.0%","-1.9%"
"2016-07-06T06:00:00","eur","EUR German Factory Orders n.s.a. (YoY) (MAY)","Medium","-0.2%","0.9%","-0.4%"
"2016-07-06T07:00:00","eur","ECB's Draghi Speaks in Frankfurt","Medium","","",""
"2016-07-06T07:30:00","eur","EUR Markit Germany Construction PMI (JUN)","Medium","50.4","","52.7"
"2016-07-06T07:30:00","aud","AUD RBA's Debelle Gives Speech","Low","","",""
"2016-07-06T08:00:00","gbp","GBP New Car Registrations (YoY) (JUN)","Low","-0.8%","","2.5%"
"2016-07-06T08:10:00","eur","EUR Markit Germany Retail PMI (JUN)","Medium","51.6","","54.0"
"2016-07-06T08:10:00","eur","EUR Markit Eurozone Retail PMI (JUN)","Medium","48.5","","50.6"
"2016-07-06T08:10:00","eur","EUR Markit France Retail PMI (JUN)","Low","51.0","","50.6"
"2016-07-06T08:10:00","eur","EUR Markit Italy Retail PMI (JUN)","Low","40.2","","45.2"
"2016-07-06T11:00:00","usd","USD MBA Mortgage Applications (JUL 1)","Medium","14.2%","","-2.6%"
"2016-07-06T12:30:00","usd","USD Trade Balance (MAY)","Medium","-$41.1b","-$40.0b","-$37.4b"
"2016-07-06T12:30:00","cad","CAD International Merchandise Trade (Canadian dollar) (MAY)","Low","-3.28b","-2.68b","-2.94b"
"2016-07-06T13:45:00","usd","USD Markit US Services PMI (JUN F)","Low","51.4","51.3","51.3"
"2016-07-06T13:45:00","usd","USD Markit US Composite PMI (JUN F)","Low","51.2","","51.2"
"2016-07-06T14:00:00","usd","USD ISM Non-Manufacturing Composite (JUN)","High","56.5","53.3","52.9"
"2016-07-06T15:30:00","usd","USD U.S. to Sell 4-Week Bills","Low","","",""
"2016-07-06T18:00:00","usd","USD U.S. Fed Releases Minutes from June 14-15 FOMC Meeting","Medium","","",""
"2016-07-06T22:00:00","nzd","NZD ANZ Truckometer Heavy (MoM) (JUN)","Low","4.7%","","-2.7%"
"2016-07-06T23:01:00","gbp","GBP Lloyds Business Barometer (JUN)","Low","6","","32"
"2016-07-06T23:30:00","aud","AUD AiG Performance of Construction Index (JUN)","Medium","53.2","","46.7"
"2016-07-06T23:50:00","jpy","JPY Japan Buying Foreign Bonds (Yen) (JUL 1)","Medium","¥428.2b","","¥400.0b"
"2016-07-06T23:50:00","jpy","JPY Official Reserve Assets (JUN)","Low","$1265.4b","","$1254.0b"
"2016-07-06T23:50:00","jpy","JPY Japan Buying Foreign Stocks (Yen) (JUL 1)","Medium","¥210.2b","","¥188.7b"
"2016-07-06T23:50:00","jpy","JPY Foreign Buying Japan Bonds (Yen) (JUL 1)","Low","¥244.3b","","¥2157.5b"
"2016-07-06T23:50:00","jpy","JPY Foreign Buying Japan Stocks (Yen) (JUL 1)","Low","¥113.9b","","¥184.2b"
"2016-07-07T00:30:00","jpy","JPY BOJ's Kuroda to Speak at Branch Managers' Meeting","Medium","","",""
"2016-07-07T02:00:00","jpy","JPY Tokyo Avg Office Vacancies (JUN)","Low","4.07","","4.05"
"2016-07-07T05:00:00","jpy","JPY Leading Index (MAY P)","Medium","100.0","100.0","100.0"
"2016-07-07T05:00:00","jpy","JPY Coincident Index (MAY P)","Medium","110.5","110.3","112.0"
"2016-07-07T05:30:00","nzd","RBNZ Deputy Governor Spencer Speaks on Housing","Low","","",""
"2016-07-07T06:00:00","eur","EUR German Industrial Production s.a. (MoM) (MAY)","Low","-1.3%","0.0%","0.5%"
"2016-07-07T06:00:00","eur","EUR German Industrial Production n.s.a. and w.d.a. (YoY) (MAY)","Medium","-0.4%","1.5%","0.8%"
"2016-07-07T06:30:00","aud","AUD Foreign Reserves (Australian dollar) (JUN)","Low","A$69.6b","","A$80.1b"
"2016-07-07T07:00:00","chf","CHF Foreign Currency Reserves (JUN)","Low","608.8b","","602.1b"
"2016-07-07T07:15:00","chf","CHF Consumer Price Index (MoM) (JUN)","Low","0.1%","0.1%","0.1%"
"2016-07-07T07:15:00","chf","CHF Consumer Price Index (YoY) (JUN)","Medium","-0.4%","-0.5%","-0.4%"
"2016-07-07T07:15:00","chf","CHF CPI EU Harmonized (MoM) (JUN)","Low","0.0%","0.0%","0.1%"
"2016-07-07T07:15:00","chf","CHF CPI EU Harmonized (YoY) (JUN)","Medium","-0.6%","-0.5%","-0.5%"
"2016-07-07T07:30:00","gbp","GBP Halifax Plc House Prices s.a. (MoM) (JUN)","Low","1.3%","0.3%","0.9%"
"2016-07-07T07:30:00","gbp","GBP Halifax House Price (3MoY) (JUN)","Low","8.4%","7.8%","9.2%"
"2016-07-07T08:16:00","cny","CNY Foreign Reserves (JUN)","Low","$3205.2b","$3167.0b","$3191.7b"
"2016-07-07T08:30:00","gbp","GBP Industrial Production (MoM) (MAY)","Low","-0.5%","-1.0","2.1%"
"2016-07-07T08:30:00","gbp","GBP Industrial Production (YoY) (MAY)","Medium","1.4%","0.5%","2.2%"
"2016-07-07T08:30:00","gbp","GBP Manufacturing Production (MoM) (MAY)","Low","-0.5%","-1.2%","2.4%"
"2016-07-07T08:30:00","gbp","GBP Manufacturing Production (YoY) (MAY)","Medium","1.7%","0.6%","1.5%"
"2016-07-07T10:00:00","eur","ECB's Lautenschlaeger Speaks in Madrid","Low","","",""
"2016-07-07T11:30:00","usd","USD Challenger Job Cuts (YoY) (JUN)","Low","-14.1%","","-26.5%"
"2016-07-07T11:30:00","eur","EUR ECB account of the monetary policy meeting","Medium","","",""
"2016-07-07T12:15:00","usd","USD ADP Employment Change (JUN)","Medium","172k","160k","168k"
"2016-07-07T12:30:00","cad","CAD Building Permits (MoM) (MAY)","Medium","-1.9%","1.5%","0.1%"
"2016-07-07T12:30:00","usd","USD Initial Jobless Claims (JUL 2)","Medium","254k","269k","270k"
"2016-07-07T12:30:00","usd","USD Continuing Claims (JUN 25)","Medium","2124k","2120k","2168k"
"2016-07-07T14:00:00","gbp","GBP NIESR Gross Domestic Product Estimate (JUN)","Medium","0.6%","","0.6%"
"2016-07-07T14:00:00","cad","CAD Ivey Purchasing Managers Index s.a. (JUN)","Medium","51.7","51.2","49.4"
"2016-07-07T14:30:00","usd","USD EIA Natural Gas Storage Change (JUL 1)","Low","39","42","37"
"2016-07-07T14:30:00","usd","USD EIA Working Natural Gas Implied Flow (JUL 1)","Low","39","42","42"
"2016-07-07T15:00:00","usd","USD DOE U.S. Crude Oil Inventories (JUL 1)","Medium","-2223k","-2500k","-4053k"
"2016-07-07T15:00:00","usd","USD DOE Cushing OK Crude Inventory (JUL 1)","Low","-82k","-400k","-951k"
"2016-07-07T15:00:00","usd","USD DOE U.S. Gasoline Inventories (JUL 1)","Low","-122k","-350k","1367k"
"2016-07-07T15:00:00","usd","USD DOE U.S. Distillate Inventory (JUL 1)","Low","-1574k","500k","-1801k"
"2016-07-07T23:05:00","gbp","GBP GFK Post-Referendum UK Consumer Confidence","Low","-9","","-1"
"2016-07-07T23:50:00","jpy","JPY Current Account Total (Yen) (MAY)","Low","¥1809.b","¥1751.2b","¥1878.5b"
"2016-07-07T23:50:00","jpy","JPY Adjusted Current Account Total (Yen) (MAY)","Low","¥1414.5b","¥1515.4b","¥1625.8b"
"2016-07-07T23:50:00","jpy","JPY Trade Balance - BOP Basis (Yen) (MAY)","Medium","¥39.9b","¥56.0b","¥697.1b"
"2016-07-07T23:50:00","jpy","JPY Bank Lending incl Trusts (YoY) (JUN)","Medium","2.0%","","2.2%"
"2016-07-07T23:50:00","jpy","JPY Bank Lending Banks ex-Trust (JUN)","Low","2.0%","2.2%","2.2%"
"2016-07-08T00:00:00","cny","CNY Foreign Direct Investment (YoY) CNY (JUN)","Medium","","","-1.0%"
"2016-07-08T00:00:00","jpy","JPY Labor Cash Earnings (YoY) (MAY)","Low","-0.2%","0.5%","0.0%"
"2016-07-08T00:00:00","jpy","JPY Real Cash Earnings (YoY) (MAY)","Medium","0.2%","","0.4%"
"2016-07-08T04:30:00","jpy","JPY Bankruptcies (YoY) (JUN)","Medium","-7.4%","","-7.3%"
"2016-07-08T05:00:00","jpy","JPY Eco Watchers Survey: Current (JUN)","Medium","41.2","43.1","43.0"
"2016-07-08T05:00:00","jpy","JPY Eco Watchers Survey: Outlook (JUN)","Medium","41.5","46.7","47.3"
"2016-07-08T05:45:00","chf","CHF Unemployment Rate (JUN)","Low","3.1%","3,3%","3.2%"
"2016-07-08T05:45:00","chf","CHF Unemployment Rate s.a. (JUN)","Low","3.3%","3.5%","3.3%"
"2016-07-08T06:00:00","eur","EUR German Trade Balance (euros) (MAY)","Medium","21.0b","23.5b","25.7b"
"2016-07-08T06:00:00","eur","EUR German Current Account (euros) (MAY)","Low","17.5b","","28.4b"
"2016-07-08T06:00:00","eur","EUR German Exports s.a. (MoM) (MAY)","Low","-1.8%","0.4%","0.1%"
"2016-07-08T06:00:00","eur","EUR German Imports s.a. (MoM) (MAY)","Low","0.1%","0.7%","-0.3%"
"2016-07-08T08:30:00","gbp","Unit Labor Costs (YoY) (1Q)","Low","1.9%","1.6%","1.5%"
"2016-07-08T08:30:00","gbp","GBP Visible Trade Balance (Pounds) (MAY)","Low","-£9879","-£10700","-£9414"
"2016-07-08T08:30:00","gbp","GBP Trade Balance Non EU (Pounds) (MAY)","Low","-£2566","-£2800","-£2519"
"2016-07-08T08:30:00","gbp","GBP Total Trade Balance (Pounds) (MAY)","Medium","-£2263","-£3575","-£1950"
"2016-07-08T12:30:00","usd","USD Unemployment Rate (JUN)","High","4.9%","4.8%","4.7%"
"2016-07-08T12:30:00","usd","USD Change in Non-farm Payrolls (JUN)","High","287k","180k","11k"
"2016-07-08T12:30:00","usd","USD Change in Private Payrolls (JUN)","Medium","265k","170k","-6k"
"2016-07-08T12:30:00","usd","USD Change in Manufacturing Payrolls (JUN)","Low","14k","-3k","-16k"
"2016-07-08T12:30:00","usd","USD Two-Month Payroll Net Revision (JUN)","Medium","-6k","","-59k"
"2016-07-08T12:30:00","usd","USD Average Hourly Earnings (MoM) (JUN)","Low","0.1%","0.2%","0.2%"
"2016-07-08T12:30:00","usd","USD Average Hourly Earnings (YoY) (JUN)","Medium","2.6%","2.7%","2.5%"
"2016-07-08T12:30:00","usd","USD Average Weekly Hours All Employees (JUN)","Medium","34.4","34.4","34.4"
"2016-07-08T12:30:00","usd","USD Change in Household Employment (JUN)","Medium","67.0","","26.0"
"2016-07-08T12:30:00","usd","USD Labor Force Participation Rate (JUN)","Low","62.7%","","62.6%"
"2016-07-08T12:30:00","usd","USD Underemployment Rate (JUN)","Low","9.6%","","9.7%"
"2016-07-08T12:30:00","cad","CAD Unemployment Rate (JUN)","High","6.8%","7.0%","6.9%"
"2016-07-08T12:30:00","cad","CAD Net Change in Employment (JUN)","High","-0.7k","6.5k","13.8k"
"2016-07-08T12:30:00","cad","CAD Full Time Employment Change (JUN)","Medium","-40.1","","60.5"
"2016-07-08T12:30:00","cad","CAD Part Time Employment Change (JUN)","Low","39.4","","-46.8"
"2016-07-08T12:30:00","cad","CAD Participation Rate (JUN)","Low","65.5","","65.7"
"2016-07-08T17:00:00","usd","USD Baker Hughes U.S. Rig Count (JUL 8)","Medium","","","341"
"2016-07-08T19:00:00","usd","USD Consumer Credit (MAY)","Medium","$18.558b","$16.000b","$13.396b"
"2016-06-26T22:45:00","nzd","NZD Trade Balance (New Zealand dollars) (MAY)","Medium","358m","182m","326m"
"2016-06-26T22:45:00","nzd","NZD Exports (New Zealand dollars) (MAY)","Low","4.57b","4.31b","4.30b"
"2016-06-26T22:45:00","nzd","NZD Imports (New Zealand dollars) (MAY)","Low","4.22b","4.15b","3.98b"
"2016-06-26T22:45:00","nzd","NZD Balance (YTD) (New Zealand dollars) (MAY)","Medium","-3633m","-3843m","-3624m"
"2016-06-27T01:30:00","cny","CNY Industrial Profits (YoY) (MAY)","Low","3.7%","","4.2%"
"2016-06-27T08:00:00","eur","EUR Euro-Zone M3 s.a. (YoY) (MAY)","Low","4.9%","4.8%","4.6%"
"2016-06-27T08:00:00","chf","CHF Total Sight Deposits (JUN 24)","Low","501.2b","","496.4b"
"2016-06-27T08:00:00","chf","CHF Domestic Sight Deposits (JUN 24)","Low","423.5b","","416.5b"
"2016-06-27T12:30:00","usd","USD Advance Goods Trade Balance (MAY)","Medium","$-60.6b","-$59.4b","-$57.5b"
"2016-06-27T13:45:00","usd","USD Markit US Services PMI (JUN P)","Medium","51.3","52.0","51.3"
"2016-06-27T13:45:00","usd","USD Markit US Composite PMI (JUN P)","Medium","51.2","","50.9"
"2016-06-27T14:30:00","usd","USD Dallas Fed Manufacturing Activity (JUN)","Low","-18.3","-15.0","-20.8"
"2016-06-27T15:30:00","usd","USD U.S. to Sell 3-Month Bills","Low","","",""
"2016-06-27T15:30:00","usd","USD U.S. to Sell 6-Month Bills","Low","","",""
"2016-06-27T17:30:00","cny","CNY PBOC Governor Zhou Speaks at ECB Forum in Sintra, Portugal","Low","","",""
"2016-06-27T23:30:00","aud","AUD ANZ Roy Morgan Weekly Consumer Confidence Index (JUN 26)","Low","116.8","","118.8"
"2016-06-28T00:00:00","eur","EUR ECB's Klaas Knot at conference in Sintra","Low","","",""
"2016-06-28T06:00:00","eur","EUR German Import Price Index (MoM) (MAY)","Low","0.9%","0.6%","-0.1%"
"2016-06-28T06:00:00","eur","EUR German Import Price Index (YoY) (MAY)","Low","-5.5%","-5.8%","-6.6%"
"2016-06-28T08:00:00","eur","EUR ECB President Draghi Speaks in Sintra, Portugal","High","","",""
"2016-06-28T08:00:00","eur","EUR EU Parliament to Vote on Resolution on U.K. Referendum","High","","",""
"2016-06-28T09:00:00","gbp","GBP BOE Holds Third Additional ITLR Operation Around EU Referendum","Medium","","",""
"2016-06-28T10:00:00","gbp","GBP CBI Retailing Reported Sales (JUN)","Low","4","","7"
"2016-06-28T10:00:00","gbp","GBP CBI Total Dist. Reported Sales (JUN)","Low","14","","19"
"2016-06-28T12:30:00","usd","USD Gross Domestic Product (Annualized) (1Q T)","Medium","1.1%","1.0%","0.8%"
"2016-06-28T12:30:00","usd","USD Personal Consumption (1Q T)","Medium","1.5%","2.0%","1.9%"
"2016-06-28T12:30:00","usd","USD Gross Domestic Product Price Index (1Q T)","Medium","0.4%","0.6%","0.6%"
"2016-06-28T12:30:00","usd","USD Core Personal Consumption Expenditure (QoQ) (1Q T)","Medium","2.0%","2.1%","2.1%"
"2016-06-28T13:00:00","usd","USD S&P/Case-Shiller US HPI (MoM) s.a. (APR)","Low","0.07%","","0.06%"
"2016-06-28T13:00:00","usd","USD S&P/Case-Shiller Home Price Index (APR)","Low","186.63","186.71","184.58"
"2016-06-28T13:00:00","usd","USD S&P/CS 20 City (MoM) s.a. (APR)","Low","0.45%","0.58%","0.81%"
"2016-06-28T13:00:00","usd","USD S&P/Case-Shiller Composite-20 (YoY) (APR)","Medium","5.44%","5.41%","5.48%"
"2016-06-28T13:00:00","usd","USD S&P/Case-Shiller US Home Price Index (APR)","Low","178.69","","176.84"
"2016-06-28T13:00:00","usd","USD S&P/Case-Shiller US Home Price Index (YoY) (APR)","Medium","5.03%","","5.11%"
"2016-06-28T14:00:00","usd","USD Consumer Confidence (JUN)","High","98.0","93.5","92.4"
"2016-06-28T14:00:00","usd","USD Richmond Fed Manufacturing Index (JUN)","Low","-7","3","-1"
"2016-06-28T15:30:00","usd","USD U.S. to Sell 4-Week Bills","Low","","",""
"2016-06-28T23:50:00","jpy","JPY Retail Trade (YoY) (MAY)","Medium","-1.9%","-1.6%","-0.9%"
"2016-06-28T23:50:00","jpy","JPY Retail Trade s.a. (MoM) (MAY)","Low","0.0%","0.0%","-0.1%"
"2016-06-28T23:50:00","jpy","JPY Large Retailers' Sales (MAY)","Medium","-2.2%","-1.5%","-0.7%"
"2016-06-29T01:00:00","aud","AUD HIA New Home Sales (MoM) (MAY)","Medium","-4.4%","","-4.7%"
