time,currency,title,priority,actual,forecast,previous
"2015-11-25T13:30:00","usd","USD Durables Ex Transportation (OCT)","Medium","0.5%","0.3%","-0.1%"
"2015-11-25T13:30:00","usd","USD Cap Goods Orders Nondef Ex Air (OCT)","Low","1.3%","0.2%","0.4%"
"2015-11-25T13:30:00","usd","USD Cap Goods Ship Nondef Ex Air (OCT)","Low","-0.4%","-0.3%","0.7%"
"2015-11-25T13:30:00","usd","USD Initial Jobless Claims (NOV 21)","Medium","260k","270K","272K"
"2015-11-25T13:30:00","usd","USD Continuing Claims (NOV 14)","Medium","2207k","2161k","2173k"
"2015-11-25T14:00:00","usd","USD House Price Index (MoM) (SEP)","Medium","0.8%","0.4%","0.3%"
"2015-11-25T14:00:00","usd","USD House Price Purchase Index (QoQ) (3Q)","Medium","1.3%","","1.4%"
"2015-11-25T14:45:00","usd","USD Markit US Composite PMI (NOV P)","Medium","56.1","","55.0"
"2015-11-25T14:45:00","usd","USD Markit US Services PMI (NOV P)","Medium","56.5","55.1","54.8"
"2015-11-25T15:00:00","usd","USD New Home Sales (OCT)","Low","495k","500k","447k"
"2015-11-25T15:00:00","usd","USD New Home Sales (MoM) (OCT)","Medium","10.7%","6.8%","-12.9%"
"2015-11-25T15:00:00","usd","USD U. of Michigan Confidence (NOV F)","Medium","91.3","93.0","93.1"
"2015-11-25T15:00:00","usd","USD U. of Mich. Current Conditions (NOV F)","Low","104.3","","104.8"
"2015-11-25T15:00:00","usd","USD U. of Mich. Expectations (NOV F)","Low","82.9","","85.6"
"2015-11-25T15:00:00","usd","USD U. of Mich. 1 Yr Inflation (NOV F)","Low","2.7%","","2.5%"
"2015-11-25T15:00:00","usd","USD U. of Mich. 5-10 Yr Inflation (NOV F)","Low","2.6%","","2.5%"
"2015-11-25T15:30:00","usd","USD DOE U.S. Crude Oil Inventories (NOV 20)","Low","961k","1000k","252k"
"2015-11-25T15:30:00","usd","USD DOE Cushing OK Crude Inventory (NOV 20)","Low","1744k","1000k","1495k"
"2015-11-25T15:30:00","usd","USD DOE U.S. Gasoline Inventories (NOV 20)","Low","2478k","950k","1009k"
"2015-11-25T15:30:00","usd","USD DOE U.S. Distillate Inventory (NOV 20)","Low","1046k","-750k","-791k"
"2015-11-25T16:30:00","usd","USD U.S. to Sell 2-Year Floating Rate Notes Reopening","Low","","",""
"2015-11-25T17:00:00","usd","USD EIA Natural Gas Storage Change (NOV 20)","Low","9","7","15"
"2015-11-25T17:00:00","usd","USD EIA Working Natural Gas Implied Flow (NOV 20)","Low","9","7","15"
"2015-11-25T18:00:00","usd","USD Baker Hughes U.S. Rig Count (NOV 27)","Medium","744","","757"
"2015-11-25T18:00:00","usd","USD U.S. to Sell 7-Year Notes","Low","","",""
"2015-11-25T21:45:00","nzd","NZD Trade Balance (New Zealand dollars) (OCT)","Medium","-963m","-1000m","-1140m"
"2015-11-25T21:45:00","nzd","NZD Exports (New Zealand dollars) (OCT)","Low","3.83b","4.00b","3.68b"
"2015-11-25T21:45:00","nzd","NZD Imports (New Zealand dollars) (OCT)","Low","4.79b","4.97b","4.82b"
"2015-11-25T21:45:00","nzd","NZD Balance (YTD) (New Zealand dollars) (OCT)","Medium","-3237m","-3318m","-3165m"
"2015-11-26T00:30:00","aud","AUD Private Capital Expenditure (3Q)","Low","-9.2%","-2.9%","-4.4%"
"2015-11-26T08:15:00","chf","CHF Industrial Production (YoY) (3Q)","Medium","-5.1%","","-2.1%"
"2015-11-26T08:15:00","chf","CHF Industry & Construction Output w.d.a. (YoY) (3Q)","Medium","-3.1%","","-2.2%"
"2015-11-26T09:00:00","eur","EUR Euro-Zone M3 s.a. (YoY) (OCT)","Low","5.3%","4.9%","4.9%"
"2015-11-26T12:09:00","cad","CAD CFIB Business Barometer (NOV)","Low","58.7","","58.9"
"2015-11-26T23:30:00","jpy","JPY Jobless Rate (OCT)","Medium","3.1%","3.4%","3.4%"
"2015-11-26T23:30:00","jpy","JPY Job-To-Applicant Ratio (OCT)","Low","1.24","1.25","1.24"
"2015-11-26T23:30:00","jpy","JPY Household Spending (YoY) (OCT)","Medium","-2.4%","0.0%","-0.4%"
"2015-11-26T23:30:00","jpy","JPY National Consumer Price Index (YoY) (OCT)","High","0.3%","0.3%","0.0%"
"2015-11-26T23:30:00","jpy","JPY National Consumer Price Index Ex-Fresh Food (YoY) (OCT)","Medium","-0.1%","-0.1%","-0.1%"
"2015-11-26T23:30:00","jpy","JPY National Consumer Price Index Ex Food, Energy (YoY) (OCT)","Medium","0.7%","0.8%","0.9%"
"2015-11-26T23:30:00","jpy","JPY Tokyo Consumer Price Index (YoY) (NOV)","Low","0.2%","0.2%","0.1%"
"2015-11-26T23:30:00","jpy","JPY Tokyo Consumer Price Index Ex-Fresh Food (YoY) (NOV)","Low","0.0%","-0.1%","-0.2%"
"2015-11-26T23:30:00","jpy","JPY Tokyo Consumer Price Index Ex Food, Energy (YoY) (NOV)","Low","0.6%","0.4%","0.4%"
"2015-11-26T23:50:00","jpy","JPY Japan Buying Foreign Bonds (Yen) (NOV 20)","Medium","¥410.9b","","¥893.3b"
"2015-11-26T23:50:00","jpy","JPY Japan Buying Foreign Stocks (Yen) (NOV 20)","Medium","¥342.5b","","¥14.6b"
"2015-11-26T23:50:00","jpy","JPY Foreign Buying Japan Bonds (Yen) (NOV 20)","Low","¥855.5b","","¥245.4b"
"2015-11-26T23:50:00","jpy","JPY Foreign Buying Japan Stocks (Yen) (NOV 20)","Low","¥178.7b","","¥327.3b"
"2015-11-27T00:05:00","gbp","GBP GfK Consumer Confidence Survey (NOV)","Medium","1","2","2"
"2015-11-27T01:30:00","cny","CNY Industrial Profits (YoY) (OCT)","Medium","-4.6%","","-0.1%"
"2015-11-27T07:00:00","eur","EUR German Import Price Index (MoM) (OCT)","Low","-0.3%","-0.2%","-0.7%"
"2015-11-27T07:00:00","eur","EUR German Import Price Index (YoY) (OCT)","Low","-4.1%","-3.9%","-4.0%"
"2015-11-27T09:30:00","gbp","GBP Gross Domestic Product (QoQ) (3Q P)","Medium","0.5%","0.5%","0.5%"
"2015-11-27T09:30:00","gbp","GBP Gross Domestic Product (YoY) (3Q P)","High","2.3%","2.3%","2.3%"
"2015-11-27T09:30:00","gbp","GBP Private Consumption (3Q P)","Low","0.8%","0.7%","0.8%"
"2015-11-27T09:30:00","gbp","GBP Government Spending (3Q P)","Low","1.3%","0.1%","0.4%"
"2015-11-27T09:30:00","gbp","GBP Gross Fixed Capital Formation (3Q P)","Low","1.3%","0.9%","0.9%"
"2015-11-27T09:30:00","gbp","GBP Exports (3Q P)","Low","0.9%","0.9%","3.9%"
"2015-11-27T09:30:00","gbp","GBP Imports (3Q P)","Low","5.5%","3.5%","0.6%"
"2015-11-27T09:30:00","gbp","GBP Total Business Investment (QoQ) (3Q P)","Low","2.2%","0.8%","1.6%"
"2015-11-27T09:30:00","gbp","GBP Total Business Investment (YoY) (3Q P)","Low","6.6%","","3.1%"
"2015-11-27T09:30:00","gbp","GBP Index of Services (MoM) (SEP)","Low","0.7%","0.3%","0.0%"
"2015-11-27T09:30:00","gbp","GBP Index of Services (3Mo3M) (SEP)","Low","0.7%","0.8%","0.9%"
"2015-11-27T10:00:00","eur","EUR Euro-Zone Economic Confidence (NOV)","Low","106.1","105.9","106.1"
"2015-11-27T10:00:00","eur","EUR Euro-Zone Business Climate Indicator (NOV)","Low","0.36","0.45","0.44"
"2015-11-27T10:00:00","eur","EUR Euro-Zone Industrial Confidence (NOV)","Low","-3.2","-2.0","-2.0"
"2015-11-27T10:00:00","eur","EUR Euro-Zone Services Confidence (NOV)","Low","12.8","12.0","12.3"
"2015-11-27T10:00:00","eur","EUR Euro-Zone Consumer Confidence (NOV F)","Low","","","-6.0"
"2015-11-27T12:00:00","eur","EUR German GfK Consumer Confidence Survey (DEC)","Medium","9.3","9.2","9.4"
"2015-11-27T13:30:00","cad","CAD Industrial Product Price (MoM) (OCT)","Low","-0.5%","-0.1%","-0.4%"
"2015-11-27T13:30:00","cad","CAD Raw Materials Price Index (MoM) (OCT)","Low","0.4%","0.3%","2.4%"
"2015-11-15T21:30:00","nzd","NZD Performance Services Index (OCT)","Medium","56.2","","59.0"
"2015-11-15T21:45:00","nzd","NZD Retail Sales Ex Inflation (QoQ) (3Q)","Medium","1.6%","","0.0%"
"2015-11-15T23:50:00","jpy","JPY Gross Domestic Product (QoQ) (3Q P)","Medium","-0.2%","-0.1%","-0.2%"
"2015-11-15T23:50:00","jpy","JPY Gross Domestic Product Annualized (3Q P)","High","-0.8%","-0.2%","-0.7%"
"2015-11-15T23:50:00","jpy","JPY Nominal Gross Domestic Product (QoQ) (3Q P)","Low","0.0%","-0.2%","0.2%"
"2015-11-15T23:50:00","jpy","JPY Gross Domestic Product Deflator (YoY) (3Q P)","Low","2.0%","1.7%","1.5%"
"2015-11-15T23:50:00","jpy","JPY GDP Private Consumption (QoQ) (3Q P)","Low","0.5%","0.4%","-0.6%"
"2015-11-15T23:50:00","jpy","JPY GDP Business Spending (QoQ) (3Q P)","Low","-1.3%","-0.5%","-1.2%"
"2015-11-16T00:01:00","gbp","GBP Rightmove House Prices (MoM) (NOV)","Low","-1.3%","","0.6%"
"2015-11-16T00:01:00","gbp","GBP Rightmove House Prices (YoY) (NOV)","Medium","6.2%","","5.6%"
"2015-11-16T00:30:00","aud","AUD New Motor Vehicle Sales (MoM) (OCT)","Low","-3.6%","","5.9%"
"2015-11-16T00:30:00","aud","AUD New Motor Vehicle Sales (YoY) (OCT)","Low","4.2%","","7.8%"
"2015-11-16T08:00:00","chf","CHF Total Sight Deposits (NOV 13)","Low","467.7b","","467.2b"
"2015-11-16T08:00:00","chf","CHF Domestic Sight Deposits (NOV 13)","Low","401.9b","","402.6b"
"2015-11-16T09:30:00","eur","EUR ECB's Vitor Constancio Speaks at Euro Finance Week","Low","","",""
"2015-11-16T10:00:00","eur","EUR Euro-Zone Consumer Price Index (MoM) (OCT)","Medium","0.1%","0.1%","0.2%"
"2015-11-16T10:00:00","eur","EUR Euro-Zone Consumer Price Index (YoY) (OCT F)","Medium","0.1%","0.0%","0.0%"
"2015-11-16T10:00:00","eur","EUR Euro-Zone Consumer Price Index - Core (YoY) (OCT F)","Medium","1.1%","1.0%","1.0%"
"2015-11-16T10:15:00","eur","EUR ECB President Draghi Speaks in Madrid","Medium","","",""
"2015-11-16T13:30:00","cad","CAD Manufacturing Shipments (MoM) (SEP)","Low","-1.5%","0.2%","-0.6%"
"2015-11-16T13:30:00","usd","USD Empire Manufacturing (NOV)","Low","-10.74","-6.35","-11.36"
"2015-11-16T13:30:00","cad","CAD International Securities Transactions (Canadian dollar) (SEP)","Low","3.35","","5.78b"
"2015-11-16T14:00:00","cad","CAD Existing Home Sales (MoM) (OCT)","Medium","1.8%","","-2.1%"
"2015-11-16T14:45:00","eur","EUR ECB Publishes Weekly QE Details","Low","","",""
"2015-11-16T16:00:00","eur","EUR ECB Executive Board Member Coeure Speaks in Paris","Low","","",""
"2015-11-16T16:30:00","usd","USD U.S. to Sell USD30 Bln 3-Month Bills","Low","","",""
"2015-11-16T16:30:00","usd","USD U.S. to Sell USD28 Bln 6-Month Bills","Low","","",""
"2015-11-16T17:15:00","eur","EUR ECB's Nowotny in Panel Discussion about Greece Rescue","Low","","",""
"2015-11-16T21:30:00","aud","AUD RBA's Kent Opening Remarks at Sydney Conference","Low","","",""
"2015-11-16T22:30:00","aud","AUD ANZ Roy Morgan Weekly Consumer Confidence Index (NOV 15)","Low","115.9","","116.6"
"2015-11-16T23:50:00","jpy","JPY Housing Loans (YoY) (3Q)","Medium","2.4%","","2.4%"
"2015-11-17T00:00:00","nzd","NZD Dairy Auction Avg. Winning Price MT (NOV 17)","High","$  2,345.00","","$2,569"
"2015-11-17T00:00:00","nzd","NZD Dairy Auction Whole Milk Powder MT (NOV 17)","High","$  2,148.00","","$2,453"
"2015-11-17T00:30:00","aud","AUD RBA Nov. Meeting Minutes","Medium","","",""
"2015-11-17T02:00:00","nzd","NZD Reserve Bank of New Zealand 2-Year Inflation Expectation (4Q)","Medium","1.85%","","1.94%"
"2015-11-17T04:00:00","jpy","JPY Tokyo Condominium Sales (YoY) (OCT)","Low","-6.5%","","-27.2%"
"2015-11-17T07:00:00","eur","EUR EU 25 New Car Registrations (OCT)","Low","2.9%","","9.8%"
"2015-11-17T08:30:00","eur","EUR ECB's Sabine Lautenschlaeger Speaks at Euro Finance Week","Low","","",""
"2015-11-17T09:30:00","gbp","GBP Consumer Price Index (MoM) (OCT)","Medium","0.1%","0.1%","-0.1%"
"2015-11-17T09:30:00","gbp","GBP Consumer Price Index (YoY) (OCT)","High","-0.1%","-0.1%","-0.1%"
"2015-11-17T09:30:00","gbp","GBP Core Consumer Price Index (YoY) (OCT)","High","1.1%","1.0%","1.0%"
"2015-11-17T09:30:00","gbp","GBP Retail Price Index (OCT)","Low","259.5","260.0","259.6"
"2015-11-17T09:30:00","gbp","GBP Retail Price Index (MoM) (OCT)","Low","0.0%","0.1%","-0.1%"
"2015-11-17T09:30:00","gbp","GBP Retail Price Index (YoY) (OCT)","Low","0.7%","0.9%","0.8%"
"2015-11-17T09:30:00","gbp","GBP Retail Price Index Ex Mort Int.Payments (YoY) (OCT)","Low","0.8%","0.9%","0.9%"
"2015-11-17T09:30:00","gbp","GBP Producer Price Index Input n.s.a. (MoM) (OCT)","Low","0.2%","0.2%","0.5%"
"2015-11-17T09:30:00","gbp","GBP Producer Price Index Input n.s.a. (YoY) (OCT)","Low","-12.1%","-12.0","-13.4%"
"2015-11-17T09:30:00","gbp","GBP Producer Price Index Output n.s.a. (MoM) (OCT)","Low","0.0%","-0.1%","-0.1%"
"2015-11-17T09:30:00","gbp","GBP Producer Price Index Output n.s.a. (YoY) (OCT)","Low","-1.3%","-1.4%","-1.8%"
"2015-11-17T09:30:00","gbp","GBP Producer Price Index Output Core n.s.a. (MoM) (OCT)","Low","-0,.1%","0.0%","0.1%"
"2015-11-17T09:30:00","gbp","GBP Producer Price Index Output Core n.s.a. (YoY) (OCT)","Low","0.3%","0.4%","0.2%"
"2015-11-17T09:30:00","gbp","GBP DCLG UK House Prices (YoY) (SEP)","Low","6.1%","5.4%","5.5%"
"2015-11-17T10:00:00","eur","EUR German ZEW Survey (Current Situation) (NOV)","Medium","54.4","55.2","55.2"
"2015-11-17T10:00:00","eur","EUR German ZEW Survey (Economic Sentiment) (NOV)","Medium","10.4","6.0","1.9"
"2015-11-17T10:00:00","eur","EUR Euro-Zone ZEW Survey (Economic Sentiment) (NOV)","High","28.3","","30.1"
"2015-11-17T13:30:00","usd","USD Consumer Price Index (MoM) (OCT)","Medium","0.2%","0.2%","-0.2%"
"2015-11-17T13:30:00","usd","USD Consumer Price Index (YoY) (OCT)","High","0.2%","0.1%","0.0%"
"2015-11-17T13:30:00","usd","USD Consumer Price Index Ex Food & Energy (MoM) (OCT)","Medium","0.2%","0.2%","0.2%"
"2015-11-17T13:30:00","usd","USD Consumer Price Index Ex Food & Energy (YoY) (OCT)","High","1.9%","1.9%","1.9%"
"2015-11-17T13:30:00","usd","USD Consumer Price Index n.s.a. (OCT)","Low","237.838","237.754","237.945"
"2015-11-17T13:30:00","usd","USD Consumer Price Index Core Index s.a. (OCT)","Low","243.698","243.621","243.206"
"2015-11-17T13:30:00","usd","USD Real Avg Weekly Earnings (YoY) (OCT)","Medium","2.1%","","2.3%"
"2015-11-17T14:15:00","usd","USD Industrial Production (OCT)","Medium","-0.2%","0.1%","-0.2%"
"2015-11-17T14:15:00","usd","USD Capacity Utilization (OCT)","Low","77.5%","77.5%","77.7%"
"2015-11-17T14:15:00","usd","USD Manufacturing (SIC) Production (OCT)","Medium","0.4%","0.2%","-0.1%"
"2015-11-17T15:00:00","usd","USD MBA Mortgage Foreclosures (3Q)","Medium","1.88%","","2.09%"
"2015-11-17T15:00:00","usd","USD NAHB Housing Market Index (NOV)","Medium","62","64","65"
"2015-11-17T15:00:00","usd","USD Mortgage Delinquencies (3Q)","Low","4.99%","","5.3%"
"2015-11-17T16:30:00","usd","USD U.S. to Sell 4-Week Bills","Low","","",""
"2015-11-17T18:15:00","usd","USD Fed's Powell Delivers Speech on Central Clearing","Low","","",""
"2015-11-17T18:30:00","usd","USD Fed Governor Tarullo & Former Fed Chair Bernanke at Brookings","Low","","",""
"2015-11-17T21:00:00","usd","USD Net Long-term TIC Flows (SEP)","Medium","$33.6b","","$20.8b"
"2015-11-17T21:00:00","usd","USD Total Net TIC Flows (SEP)","Low","-$175.1b","","-$8.5b"
"2015-11-17T22:10:00","aud","AUD RBA's Debelle Speaks at Bloomberg Summit in Sydney","Low","","",""
"2015-11-17T23:00:00","aud","AUD Conference Board Leading Index (SEP)","Medium","-0.1%","","-0.4%"
"2015-11-17T23:30:00","aud","AUD Westpac Leading Index (MoM) (OCT)","Medium","0.1%","","0.1%"
"2015-11-18T00:30:00","aud","AUD Wage Cost Index (QoQ) (3Q)","Low","0.6%","0.6%","0.6%"
"2015-11-18T00:30:00","aud","AUD Wage Cost Index (YoY) (3Q)","Medium","2.3%","2.3%","2.3%"
"2015-11-18T01:30:00","cny","CNY China October Property Prices","Low","","",""
"2015-11-18T08:00:00","eur","EUR ECB's Yves Mersch Speaks at Euro Finance Week in Frankfurt","Low","","",""
"2015-11-18T09:00:00","gbp","GBP Bank of England Deputy Governor Ben Broadbent gives speech","Low","","",""
"2015-11-18T10:00:00","eur","EUR Euro-Zone Construction Output s.a. (MoM) (SEP)","Low","-0.4%","","0.5%"
"2015-11-18T10:00:00","eur","EUR Euro-Zone Construction Output w.d.a. (YoY) (SEP)","Low","1.8%","","-1.4%"
"2015-11-18T10:00:00","chf","CHF ZEW Survey (Expectations) (NOV)","Medium","0.0","","18.3"
"2015-11-18T12:00:00","usd","USD MBA Mortgage Applications (NOV 13)","Medium","6.2%","","-1.3%"
"2015-11-18T13:00:00","usd","USD Fed's Lockhart Speaks to The Clearing House in New York","Low","","",""
"2015-11-18T13:00:00","usd","USD Fed's Dudley, Mester and Lockhart Panel on Payments System","Low","","",""
"2015-11-18T13:30:00","usd","USD Housing Starts (OCT)","Low","1060k","1160k","1191k"
"2015-11-18T13:30:00","usd","USD Housing Starts (MoM) (OCT)","Medium","-11.0%","-3.8%","6.7%"
"2015-11-18T13:30:00","usd","USD Building Permits (OCT)","Low","1150k","1147k","1105k"
"2015-11-18T13:30:00","usd","USD Building Permits (MoM) (OCT)","Medium","4.1%","3.8%","-4.8%"
"2015-11-18T14:35:00","eur","EUR ECB's Coene Speaks in Brussels","Low","","",""
"2015-11-18T15:30:00","usd","USD DOE U.S. Crude Oil Inventories (NOV 13)","Medium","252k","2000k","4224k"
"2015-11-18T15:30:00","usd","USD DOE Cushing OK Crude Inventory (NOV 13)","Low","1495k","800k","2237k"
"2015-11-18T15:30:00","usd","USD DOE U.S. Gasoline Inventories (NOV 13)","Low","1009k","-500k","-2102k"
"2015-11-18T15:30:00","usd","USD DOE U.S. Distillate Inventory (NOV 13)","Low","-791k","-500k","352k"
"2015-11-18T17:00:00","usd","USD Fed's Kaplan Discusses Economic Conditions, Policy in Houston","Low","","",""
"2015-11-18T18:30:00","eur","EUR ECB Executive Board Member Lautenschlaeger Speaks in Frankfurt","Low","","",""
"2015-11-18T19:00:00","usd","USD Fed Releases Minutes of the Oct. 27-28 FOMC Meeting","High","","",""
"2015-11-18T21:00:00","nzd","NZD ANZ Job Advertisements (MoM) (OCT)","Low","1.2%","","2.3%"
"2015-11-18T21:45:00","nzd","NZD Producer Prices- Inputs (QoQ) (3Q)","Low","1.6%","","-0.3%"
"2015-11-18T21:45:00","nzd","NZD Producer Prices- Outputs (QoQ) (3Q)","Low","1.3%","","-0.2%"
"2015-11-18T23:50:00","jpy","JPY Merchandise Trade Balance Total (Yen) (OCT)","Medium","¥111.5b","-¥246.3b","-¥115.8b"
"2015-11-18T23:50:00","jpy","JPY Adjusted Merchandise Trade Balance (Yen) (OCT)","Low","-¥202.3b","-¥343.1b","-¥309.8b"
"2015-11-18T23:50:00","jpy","JPY Merchandise Trade Exports (YoY) (OCT)","Low","-2.1","-2.0","0.5"
"2015-11-18T23:50:00","jpy","JPY Merchandise Trade Imports (YoY) (OCT)","Low","-13.4","-8.9","-11.0"
"2015-11-18T23:50:00","jpy","JPY Japan Buying Foreign Bonds (Yen) (NOV 13)","Medium","¥871.0b","","¥1034.9b"
"2015-11-18T23:50:00","jpy","JPY Japan Buying Foreign Stocks (Yen) (NOV 13)","Medium","¥12.4b","","-¥33.8b"
"2015-11-18T23:50:00","jpy","JPY Foreign Buying Japan Bonds (Yen) (NOV 13)","Low","¥245.4b","","¥56.0b"
"2015-11-18T23:50:00","jpy","JPY Foreign Buying Japan Stocks (Yen) (NOV 13)","Low","¥327.9b","","¥170.7b"
"2015-11-19T00:30:00","aud","AUD RBA FX Transactions Government (OCT)","Low","-579m","","-785m"
"2015-11-19T00:30:00","aud","AUD RBA Foreign Exchange Transaction (Australian dollar) (OCT)","Low","516m","","712m"
"2015-11-19T00:30:00","aud","AUD RBA FX Transactions Other (OCT)","Low","83m","","89m"
"2015-11-19T01:45:00","cny","CNY MNI November Business Indicator","Low","49.9","","55.6"
"2015-11-19T03:00:00","jpy","JPY Bank of Japan Policy Statement/Kuroda Press Conference","Medium","","",""
"2015-11-19T03:17:00","jpy","JPY BOJ Annual Rise in Monetary Base (NOV 19)","Medium","¥80t","¥80t","¥80t"
"2015-11-19T04:30:00","jpy","JPY All Industry Activity Index (MoM) (SEP)","Medium","-0.2%","0.2%","-0.1%"
"2015-11-19T05:30:00","jpy","JPY Nationwide Department Store Sales (YoY) (OCT)","Low","4.2%","","1.8%"
"2015-11-19T05:30:00","jpy","JPY Tokyo Department Store Sales (YoY) (OCT)","Low","7.4%","","4.9%"
"2015-11-19T06:00:00","jpy","JPY Machine Tool Orders (YoY) (OCT F)","Low","-22.9%","","-23.1%"
"2015-11-19T06:30:00","jpy","JPY BOJ Governor Kuroda Holds Press Conference Post Policy Meeting","Medium","","",""
"2015-11-19T07:00:00","chf","CHF Trade Balance (Swiss franc) (OCT)","Medium","4156M","","3.25b"
"2015-11-19T07:00:00","chf","CHF Exports (MoM) (OCT)","Low","5.4%","","2.3%"
"2015-11-19T07:00:00","chf","CHF Imports (MoM) (OCT)","Low","3.6%","","2.6%"
"2015-11-19T08:00:00","eur","EUR ECB's Coeure Speaks in Frankfurt","Low","","",""
"2015-11-19T08:30:00","eur","EUR ECB's Peter Praet Speaks at Europe Finance Week","Low","","",""
"2015-11-19T09:00:00","eur","EUR Euro-Zone Current Account s.a. (euros) (SEP)","Low","29.4b","","18.7b"
"2015-11-19T09:00:00","eur","EUR Euro-Zone Current Account n.s.a. (euros) (SEP)","Low","33.1b","","14.6b"
"2015-11-19T09:30:00","gbp","GBP Retail Sales (MoM) (OCT)","Medium","-0.9%","-0.6%","1.5%"
"2015-11-19T09:30:00","gbp","GBP Retail Sales (YoY) (OCT)","Medium","3.0%","3.9%","5.7%"
"2015-11-19T09:30:00","gbp","GBP Retail Sales Inc Auto Fuel (MoM) (OCT)","Medium","-0.6%","-0.5%","1.7%"
"2015-11-19T09:30:00","gbp","GBP Retail Sales Inc Auto Fuel (YoY) (OCT)","Medium","3.8%","4.5%","6.2%"
"2015-11-19T11:00:00","gbp","GBP CBI Trends Total Orders (NOV)","Low","-11","-10","-18"
"2015-11-19T11:00:00","gbp","GBP CBI Trends Selling Prices (NOV)","Low","-2","-6","-7"
"2015-11-19T12:30:00","eur","EUR ECB account of the monetary policy meeting","Medium","","",""
