market open at 0 and close at 23,announcement,largest difference 1 hour before,largest difference 1 hour after,ratio
2018-10-03 16:00:00,USD Durable Goods Orders (AUG F),225,220,0.977777778
2018-10-03 16:00:00,USD Durables Ex Transportation (AUG F),225,220,0.977777778
2018-10-03 16:00:00,USD Cap Goods Orders Nondef Ex Air (AUG F),225,220,0.977777778
2018-10-03 16:00:00,USD Cap Goods Ship Nondef Ex Air (AUG F),225,220,0.977777778
2018-03-26 10:00:00,EUR Euro-Zone M3 Money Supply (YoY) (FEB),90,88,0.977777778
2018-07-24 17:30:00,USD U.S. to Sell USD18 Bln 2-Year Floating Rate Notes Reopening,88,86,0.977272727
2018-07-15 14:30:00,CAD International Securities Transactions (Canadian dollar) (MAY),44,43,0.977272727
2018-07-15 14:30:00,USD Empire Manufacturing (JUL),44,43,0.977272727
2018-07-15 14:30:00,USD Retail Sales Advance (MoM) (JUN),44,43,0.977272727
2018-07-15 14:30:00,USD Retail Sales Ex Auto (MoM) (JUN),44,43,0.977272727
2018-07-15 14:30:00,USD Retail Sales Ex Auto and Gas (JUN),44,43,0.977272727
2018-07-15 14:30:00,USD Retail Sales Control Group (JUN),44,43,0.977272727
2018-07-23 10:00:00,EUR Markit Eurozone Manufacturing PMI (JUL P),44,43,0.977272727
2018-07-23 10:00:00,EUR Markit Eurozone Services PMI (JUL P),44,43,0.977272727
2018-07-23 10:00:00,EUR Markit Eurozone Composite PMI (JUL P),44,43,0.977272727
2018-10-17 14:30:00,CAD ADP Publishes September Payrolls Report,87,85,0.977011494
2018-10-17 14:30:00,USD Philadelphia Fed Business Outlook (OCT),87,85,0.977011494
2018-10-17 14:30:00,USD Initial Jobless Claims (OCT 13),87,85,0.977011494
2018-10-17 14:30:00,USD Continuing Claims (OCT 6),87,85,0.977011494
2019-02-04 00:30:00,AUD ANZ Roy Morgan Weekly Consumer Confidence Index (FEB 3),43,42,0.976744186
2018-03-21 19:00:00,USD U.S. to Sell USD11 Bln 10-Year TIPS Reopening,256,250,0.9765625
2018-03-21 19:00:00,GBP BOE's Ramsden speaks in London.,256,250,0.9765625
2018-04-23 01:50:00,JPY Corporate Service Price (YoY) (MAR),42,41,0.976190476
2018-05-08 14:30:00,CAD Building Permits (MoM) (MAR),41,40,0.975609756
2018-05-08 14:30:00,USD Producer Price Index Final Demand (MoM) (APR),41,40,0.975609756
2018-05-08 14:30:00,USD Producer Price Index Ex Food and Energy (MoM) (APR),41,40,0.975609756
2018-05-08 14:30:00,"USD Producer Price Index Ex Food, Energy, Trade (MoM) (APR)",41,40,0.975609756
2018-05-08 14:30:00,USD Producer Price Index Final Demand (YoY) (APR),41,40,0.975609756
2018-05-08 14:30:00,USD Producer Price Index Ex Food and Energy (YoY) (APR),41,40,0.975609756
2018-05-08 14:30:00,"USD Producer Price Index Ex Food, Energy, Trade (YoY) (APR)",41,40,0.975609756
2018-05-21 12:00:00,GBP CBI Trends Total Orders (MAY),41,40,0.975609756
2018-05-21 12:00:00,GBP CBI Trends Selling Prices (MAY),41,40,0.975609756
2018-02-20 16:45:00,USD Markit US Manufacturing PMI (FEB P),123,120,0.975609756
2018-02-20 16:45:00,USD Markit US Services PMI (FEB P),123,120,0.975609756
2018-02-20 16:45:00,USD Markit US Composite PMI (FEB P),123,120,0.975609756
2019-01-22 04:00:00,NZD RBNZ Sectoral Factor Inflation Gauge,41,40,0.975609756
2019-02-27 01:50:00,JPY Industrial Production (MoM) (JAN P),41,40,0.975609756
2019-02-27 01:50:00,JPY Industrial Production (YoY) (JAN P),41,40,0.975609756
2019-02-27 01:50:00,JPY Japan Buying Foreign Bonds (Yen) (FEB 22),41,40,0.975609756
2019-02-27 01:50:00,JPY Japan Buying Foreign Stocks (Yen) (FEB 22),41,40,0.975609756
2019-02-27 01:50:00,JPY Foreign Buying Japan Bonds (FEB 22),41,40,0.975609756
2019-02-27 01:50:00,JPY Retail Trade (YoY) (JAN),41,40,0.975609756
2019-02-27 01:50:00,JPY Foreign Buying Japan Stocks (FEB 22),41,40,0.975609756
2019-02-27 01:50:00,JPY Retail Trade s.a. (MoM) (JAN P),41,40,0.975609756
2019-02-27 01:50:00,JPY Large Retailers' Sales (JAN),41,40,0.975609756
2019-01-23 14:45:00,EUR European Central Bank Rate Decision (JAN 24),123,120,0.975609756
2019-01-23 14:45:00,EUR ECB Marginal Lending Facility (JAN 24),123,120,0.975609756
2019-01-23 14:45:00,EUR ECB Deposit Facility Rate (JAN 24),123,120,0.975609756
2018-05-29 08:00:00,EUR German Retail Sales (MoM) (APR),79,77,0.974683544
2018-05-29 08:00:00,EUR German Retail Sales (YoY) (APR),79,77,0.974683544
2018-05-29 08:00:00,EUR German Import Price Index (MoM) (APR),79,77,0.974683544
2018-05-29 08:00:00,EUR German Import Price Index (YoY) (APR),79,77,0.974683544
2018-05-29 08:00:00,CNY IMF Press Conference on End of China Article IV Consultation,79,77,0.974683544
2018-07-05 16:30:00,USD EIA Working Natural Gas Implied Flow (JUN 29),192,187,0.973958333
2018-07-05 16:30:00,USD EIA Natural Gas Storage Change (JUN 29),192,187,0.973958333
2018-06-07 01:50:00,JPY BoP Current Account Balance (APR),38,37,0.973684211
2018-06-07 01:50:00,JPY Adjusted Current Account Total (Yen) (APR),38,37,0.973684211
2018-06-07 01:50:00,JPY Trade Balance - BOP Basis (Yen) (APR),38,37,0.973684211
2018-06-07 01:50:00,JPY Gross Domestic Product s.a. (QoQ) (1Q F),38,37,0.973684211
2018-06-07 01:50:00,JPY Gross Domestic Product Annualized s.a. (QoQ) (1Q F),38,37,0.973684211
2018-06-07 01:50:00,JPY Nominal Gross Domestic Product (QoQ) (1Q F),38,37,0.973684211
2018-06-07 01:50:00,JPY Gross Domestic Product Deflator (YoY) (1Q F),38,37,0.973684211
2018-06-07 01:50:00,JPY Gross Domestic Product Private Consumption (QoQ) (1Q F),38,37,0.973684211
2018-06-07 01:50:00,JPY GDP Business Spending (QoQ) (1Q F),38,37,0.973684211
2018-06-07 01:50:00,JPY Bank Lending incl Trusts (YoY) (MAY),38,37,0.973684211
2018-06-07 01:50:00,JPY Bank Lending Ex-Trusts (YoY) (MAY),38,37,0.973684211
2019-02-04 12:00:00,EUR Euro-Zone Retail Sales (MoM) (DEC),38,37,0.973684211
2019-02-04 12:00:00,EUR Euro-Zone Retail Sales (YoY) (DEC),38,37,0.973684211
2018-02-13 06:00:00,JPY Tokyo Condominium Sales (YoY) (JAN),37,36,0.972972973
2018-01-29 09:00:00,CHF Exports (MoM) (DEC),73,71,0.97260274
2018-01-29 09:00:00,CHF Imports (MoM) (DEC),73,71,0.97260274
2018-01-29 09:00:00,CHF Swiss Watch Exports (YoY) (DEC),73,71,0.97260274
2018-11-01 10:55:00,EUR Markit/BME Germany Manufacturing PMI (OCT F),107,104,0.971962617
2018-05-09 01:50:00,JPY BOJ Summary of Opinions,35,34,0.971428571
2018-05-09 01:50:00,JPY BoP Current Account Balance (MAR),35,34,0.971428571
2018-05-09 01:50:00,JPY Adjusted Current Account Total (Yen) (MAR),35,34,0.971428571
2018-05-09 01:50:00,JPY Trade Balance - BOP Basis (Yen) (MAR),35,34,0.971428571
2018-05-09 01:50:00,JPY Japan Buying Foreign Bonds (Yen) (MAY 4),35,34,0.971428571
2018-05-09 01:50:00,JPY Japan Buying Foreign Stocks (Yen) (MAY 4),35,34,0.971428571
2018-05-09 01:50:00,JPY Foreign Buying Japan Bonds (MAY 4),35,34,0.971428571
2018-05-09 01:50:00,JPY Foreign Buying Japan Stocks (MAY 4),35,34,0.971428571
2018-05-09 01:50:00,JPY Bank Lending incl Trusts (YoY) (APR),35,34,0.971428571
2018-05-09 01:50:00,JPY Bank Lending Ex-Trusts (YoY) (APR),35,34,0.971428571
2018-12-05 18:00:00,USD DOE U.S. Crude Oil Inventories (NOV 30),380,369,0.971052632
2018-12-05 18:00:00,USD DOE Cushing OK Crude Inventory (NOV 30),380,369,0.971052632
2018-12-05 18:00:00,USD DOE U.S. Gasoline Inventories (NOV 30),380,369,0.971052632
2018-12-05 18:00:00,USD DOE U.S. Distillate Inventory (NOV 30),380,369,0.971052632
2019-01-30 10:55:00,EUR German Unemployment Change (000's) (JAN),68,66,0.970588235
2019-01-30 10:55:00,EUR German Unemployment Claims Rate s.a. (JAN),68,66,0.970588235
2018-10-14 06:30:00,JPY Capacity Utilization (MoM) (AUG),68,66,0.970588235
2018-10-14 06:30:00,JPY Industrial Production (MoM) (AUG F),68,66,0.970588235
2018-10-14 06:30:00,JPY Industrial Production (YoY) (AUG F),68,66,0.970588235
2018-06-13 02:00:00,EUR German Wholesale Price Index (MoM) (MAY),34,33,0.970588235
2018-06-13 02:00:00,EUR German Wholesale Price Index (YoY) (MAY),34,33,0.970588235
2018-10-22 06:30:00,AUD RBA's Debelle speaks on panel in Sydney,67,65,0.970149254
2018-09-25 10:00:00,CHF Credit Suisse Survey Expectations (SEP),33,32,0.96969697
2018-09-23 12:00:00,GBP CBI Trends Total Orders (SEP),33,32,0.96969697
2018-09-23 12:00:00,GBP CBI Trends Selling Prices (SEP),33,32,0.96969697
2018-06-10 10:30:00,GBP Visible Trade Balance (Pounds) (APR),33,32,0.96969697
2018-06-10 10:30:00,GBP Trade Balance Non EU GBP/Mn (APR),33,32,0.96969697
2018-06-10 10:30:00,GBP Trade Balance (APR),33,32,0.96969697
2018-06-10 10:30:00,GBP Industrial Production (MoM) (APR),33,32,0.96969697
2018-06-10 10:30:00,GBP Industrial Production (YoY) (APR),33,32,0.96969697
2018-06-10 10:30:00,GBP Manufacturing Production (MoM) (APR),33,32,0.96969697
2018-06-10 10:30:00,GBP Manufacturing Production (YoY) (APR),33,32,0.96969697
2018-06-10 10:30:00,GBP Construction Output SA (MoM) (APR),33,32,0.96969697
2018-06-10 10:30:00,GBP Construction Output SA (YoY) (APR),33,32,0.96969697
2018-05-13 08:00:00,JPY Machine Tool Orders (YoY) (APR P),32,31,0.96875
2018-09-03 17:01:00,NZD Dairy Auction Avg. Winning Price MT (SEP 4),157,152,0.968152866
2018-09-03 17:01:00,NZD Dairy Auction Whole Milk Powder MT (SEP 4),157,152,0.968152866
2018-11-05 02:00:00,US Midterm Elections,93,90,0.967741935
2019-02-27 17:30:00,USD EIA Working Natural Gas Implied Flow (FEB 22),93,90,0.967741935
2019-03-13 08:45:00,CHF SECO March 2019 Economic Forecasts,31,30,0.967741935
2018-01-31 01:50:00,JPY Japan Buying Foreign Bonds (Yen) (JAN 26),62,60,0.967741935
2018-01-31 01:50:00,JPY Japan Buying Foreign Stocks (Yen) (JAN 26),62,60,0.967741935
2018-01-31 01:50:00,JPY Foreign Buying Japan Bonds (JAN 26),62,60,0.967741935
2018-01-31 01:50:00,JPY Foreign Buying Japan Stocks (JAN 26),62,60,0.967741935
2018-02-07 09:00:00,EUR German Trade Balance (DEC),123,119,0.967479675
2018-02-07 09:00:00,EUR German Current Account (euros) (DEC),123,119,0.967479675
2018-02-07 09:00:00,EUR German Exports s.a. (MoM) (DEC),123,119,0.967479675
2018-02-07 09:00:00,EUR German Imports s.a. (MoM) (DEC),123,119,0.967479675
2018-12-06 11:30:00,GBP BoE/TNS Inflation Next 12 Mths (NOV),92,89,0.967391304
2018-10-22 12:00:00,GBP CBI Trends Total Orders (OCT),121,117,0.966942149
2018-10-22 12:00:00,GBP CBI Trends Selling Prices (OCT),121,117,0.966942149
2018-10-22 12:00:00,GBP CBI Business Optimism (OCT),121,117,0.966942149
2018-11-06 20:00:00,USD U.S. to Sell USD19 Bln 30-Year Bonds,120,116,0.966666667
2018-09-09 10:00:00,CHF Total Sight Deposits CHF (SEP 7),59,57,0.966101695
2018-09-09 10:00:00,CHF Domestic Sight Deposits CHF (SEP 7),59,57,0.966101695
2018-06-21 19:00:00,USD Baker Hughes U.S. Rig Count (JUN 22),59,57,0.966101695
2018-04-30 14:30:00,CAD Gross Domestic Product (YoY) (FEB),88,85,0.965909091
2018-04-30 14:30:00,CAD Gross Domestic Product (MoM) (FEB),88,85,0.965909091
2018-03-26 11:00:00,EUR Euro-Zone Economic Confidence (MAR),88,85,0.965909091
2018-03-26 11:00:00,EUR Euro-Zone Business Climate Indicator (MAR),88,85,0.965909091
2018-03-26 11:00:00,EUR Euro-Zone Industrial Confidence (MAR),88,85,0.965909091
2018-03-26 11:00:00,EUR Euro-Zone Services Confidence (MAR),88,85,0.965909091
2018-03-26 11:00:00,EUR Euro-Zone Consumer Confidence (MAR F),88,85,0.965909091
2018-05-10 01:50:00,JPY Japan Money Stock M2+CD (YoY) (APR),29,28,0.965517241
2018-05-10 01:50:00,JPY Japan Money Stock M3 (YoY) (APR),29,28,0.965517241
2018-12-10 12:00:00,EUR German ZEW Survey Current Situation (DEC),170,164,0.964705882
2018-12-10 12:00:00,EUR German ZEW Survey Expectations (DEC),170,164,0.964705882
2018-12-10 12:00:00,EUR Euro-Zone ZEW Survey (Economic Sentiment) (DEC),170,164,0.964705882
2019-03-06 10:00:00,CHF Foreign Currency Reserves (FEB),28,27,0.964285714
2019-01-30 03:00:00,CNY Swift Global Payments CNY (DEC),54,52,0.962962963
2019-01-30 03:00:00,CNY Non-manufacturing PMI (JAN),54,52,0.962962963
2019-01-30 03:00:00,CNY Manufacturing PMI (JAN),54,52,0.962962963
2019-01-30 03:00:00,CNY Composite PMI (JAN),54,52,0.962962963
2018-08-20 14:30:00,CAD Wholesale Trade Sales (MoM) (JUN),27,26,0.962962963
2019-02-06 20:00:00,USD U.S. to Sell USD19 Bln 30-Year Bonds,131,126,0.961832061
2018-06-28 16:30:00,CAD Business Outlook Future Sales (2Q),131,126,0.961832061
2018-06-28 16:30:00,CAD Bank of Canda Senior Loan Officer Survey (2Q),131,126,0.961832061
2018-06-28 16:30:00,CAD BoC Overall Business Outlook Survey (2Q),131,126,0.961832061
2018-07-15 11:00:00,EUR Euro-Zone Trade Balance s.a. (MAY),26,25,0.961538462
2018-07-15 11:00:00,EUR Euro-Zone Trade Balance (euros) (MAY),26,25,0.961538462
2018-06-05 00:45:00,NZD Volume of All Buildings SA (QoQ) (1Q),26,25,0.961538462
2019-03-12 06:30:00,JPY Tertiary Industry Index (MoM) (JAN),26,25,0.961538462
2018-12-03 00:30:00,AUD ANZ Roy Morgan Weekly Consumer Confidence Index (DEC 2),52,50,0.961538462
2018-12-09 17:00:00,USD JOLTS Job Openings (OCT),332,319,0.960843373
2019-02-12 19:00:00,USD Fed's Harker Speaks on the Economic Outlook,51,49,0.960784314
2018-01-08 12:00:00,EUR Euro-Zone Unemployment Rate (NOV),25,24,0.96
2019-02-05 10:30:00,EUR Markit Germany Construction PMI (JAN),49,47,0.959183673
2018-11-29 02:30:00,AUD Private Sector Credit (MoM) (OCT),49,47,0.959183673
2018-11-29 02:30:00,AUD Private Sector Credit (YoY) (OCT),49,47,0.959183673
2018-04-05 21:00:00,USD Consumer Credit (FEB),267,256,0.958801498
2018-01-08 13:00:00,USD NFIB Small Business Optimism (DEC),24,23,0.958333333
2019-02-27 02:00:00,"USD Second Day of Trump-Kim Summit in Hanoi, Vietnam",48,46,0.958333333
2019-02-27 02:00:00,NZD ANZ Activity Outlook (FEB),48,46,0.958333333
2019-02-27 02:00:00,NZD ANZ Business Confidence (FEB),48,46,0.958333333
2018-10-09 08:00:00,JPY Machine Tool Orders (YoY) (SEP P),47,45,0.957446809
2018-03-19 11:30:00,GBP CPIH (YoY) (FEB),93,89,0.956989247
2018-03-19 11:30:00,GBP Consumer Price Index (MoM) (FEB),93,89,0.956989247
2018-03-19 11:30:00,GBP Consumer Price Index (YoY) (FEB),93,89,0.956989247
2018-03-19 11:30:00,GBP Core Consumer Price Index (YoY) (FEB),93,89,0.956989247
2018-03-19 11:30:00,GBP Retail Price Index (FEB),93,89,0.956989247
2018-03-19 11:30:00,GBP Retail Price Index (MoM) (FEB),93,89,0.956989247
2018-03-19 11:30:00,GBP Retail Price Index (YoY) (FEB),93,89,0.956989247
2018-03-19 11:30:00,GBP Retail Price Index Ex Mort Int.Payments (YoY) (FEB),93,89,0.956989247
2018-03-19 11:30:00,GBP Producer Price Index Input n.s.a. (MoM) (FEB),93,89,0.956989247
2018-03-19 11:30:00,GBP Producer Price Index Input n.s.a. (YoY) (FEB),93,89,0.956989247
2018-03-19 11:30:00,GBP Producer Price Index Output n.s.a. (MoM) (FEB),93,89,0.956989247
2018-03-19 11:30:00,GBP Producer Price Index Output n.s.a. (YoY) (FEB),93,89,0.956989247
2018-03-19 11:30:00,GBP Producer Price Index Output Core n.s.a. (MoM) (FEB),93,89,0.956989247
2018-03-19 11:30:00,GBP Producer Price Index Output Core n.s.a. (YoY) (FEB),93,89,0.956989247
2018-03-19 11:30:00,GBP House Price Index (YoY) (JAN),93,89,0.956989247
2018-11-19 20:00:00,CAD Bank of Canada's Wilkins Speech in Montreal,185,177,0.956756757
2018-04-05 16:00:00,CAD Ivey Purchasing Managers Index s.a. (MAR),299,286,0.956521739
2018-04-12 05:09:00,CNY Exports (YoY) CNY (Mar),23,22,0.956521739
2018-04-12 05:09:00,CNY Imports (YoY) CNY (Mar),23,22,0.956521739
2018-04-12 05:09:00,CNY Exports (YoY) (Mar),23,22,0.956521739
2018-04-12 05:09:00,CNY Imports (YoY) (Mar),23,22,0.956521739
2019-01-09 02:00:00,CHF Real Estate Index Family Homes (4Q),114,109,0.956140351
2019-01-09 02:01:00,GBP BRC Sales Like-For-Like (YoY) (DEC),114,109,0.956140351
2018-10-31 02:30:00,AUD Export Price Index (QoQ) (3Q),91,87,0.956043956
2018-10-31 02:30:00,AUD Import Price index (QoQ) (3Q),91,87,0.956043956
2018-10-31 02:30:00,JPY Nikkei Japan PMI Manufacturing (OCT F),91,87,0.956043956
2018-10-31 02:30:00,AUD Trade Balance (SEP),91,87,0.956043956
2018-05-06 01:00:00,USD Fed's Quarles Speaks at Atlanta Fed's Financial Conference,91,87,0.956043956
2018-10-21 09:00:00,CHF Money Supply M3 (YoY) (SEP),68,65,0.955882353
2018-10-21 09:00:00,JPY Convenience Store Sales (YoY) (SEP),68,65,0.955882353
2019-02-13 01:50:00,JPY Gross Domestic Product s.a. (QoQ) (4Q P),90,86,0.955555556
2019-02-13 01:50:00,JPY Gross Domestic Product Annualized s.a. (QoQ) (4Q P),90,86,0.955555556
2019-02-13 01:50:00,JPY Nominal Gross Domestic Product (QoQ) (4Q P),90,86,0.955555556
2019-02-13 01:50:00,JPY Gross Domestic Product Deflator (YoY) (4Q P),90,86,0.955555556
2019-02-13 01:50:00,JPY Gross Domestic Product Private Consumption (QoQ) (4Q P),90,86,0.955555556
2019-02-13 01:50:00,JPY GDP Business Spending (QoQ) (4Q P),90,86,0.955555556
2018-10-15 02:30:00,AUD RBA Meeting Minutes (OCT 2),67,64,0.955223881
2018-05-03 10:00:00,EUR Markit Eurozone Services PMI (APR F),89,85,0.95505618
2018-05-03 10:00:00,EUR Markit Eurozone Composite PMI (APR F),89,85,0.95505618
2018-03-28 09:55:00,EUR German Unemployment Change (000's) (MAR),88,84,0.954545455
2018-03-28 09:55:00,EUR German Unemployment Claims Rate s.a. (MAR),88,84,0.954545455
2018-09-11 03:00:00,AUD RBA's Thompson Speech in Sydney,44,42,0.954545455
2018-11-14 01:00:00,USD Fed's Powell to Discuss Economy at Dallas Fed Event,153,146,0.954248366
2019-02-21 03:30:00,CNY New Home Prices (MoM) (JAN),43,41,0.953488372
2018-10-09 10:30:00,GBP Trade Balance (AUG),64,61,0.953125
2018-10-09 10:30:00,GBP Visible Trade Balance (Pounds) (AUG),64,61,0.953125
2018-10-09 10:30:00,GBP Trade Balance Non EU GBP/Mn (AUG),64,61,0.953125
2018-10-09 10:30:00,GBP Industrial Production (MoM) (AUG),64,61,0.953125
2018-10-09 10:30:00,GBP Industrial Production (YoY) (AUG),64,61,0.953125
2018-10-09 10:30:00,GBP Manufacturing Production (MoM) (AUG),64,61,0.953125
2018-10-09 10:30:00,GBP Manufacturing Production (YoY) (AUG),64,61,0.953125
2018-10-09 10:30:00,GBP Construction Output SA (MoM) (AUG),64,61,0.953125
2018-10-09 10:30:00,GBP Construction Output SA (YoY) (AUG),64,61,0.953125
2018-10-09 10:30:00,GBP Gross Domestic Product (MoM) (AUG),64,61,0.953125
2018-10-09 10:30:00,GBP Monthly Gross Domestic Product 3M/3M Change (AUG),64,61,0.953125
2018-10-09 10:30:00,GBP Index of Services (MoM) (AUG),64,61,0.953125
2018-10-09 10:30:00,GBP Index of Services (3Mo3M) (AUG),64,61,0.953125
2018-06-24 17:30:00,USD U.S. to Sell USD48 Bln Sell 3-Month Bills,233,222,0.9527897
2018-06-24 17:30:00,USD U.S. to Sell USD42 Bln Sell 6-Month Bills,233,222,0.9527897
2018-09-24 16:00:00,USD Richmond Fed Manufact. Index (SEP),127,121,0.952755906
2018-09-24 16:00:00,USD Consumer Confidence Index (SEP),127,121,0.952755906
2018-09-24 16:00:00,USD Conf. Board Present Situation (SEP),127,121,0.952755906
2018-09-24 16:00:00,USD Conf. Board Expectations (SEP),127,121,0.952755906
2018-09-20 02:30:00,JPY Nikkei Japan PMI Mfg (SEP P),42,40,0.952380952
2018-09-10 06:30:00,JPY Tertiary Industry Index (MoM) (JUL),21,20,0.952380952
2018-08-02 03:45:00,CNY Caixin China PMI Composite (JUL),42,40,0.952380952
2018-08-02 03:45:00,CNY Caixin China PMI Services (JUL),42,40,0.952380952
2018-02-13 04:00:00,NZD Reserve Bank of New Zealand 2-Year Inflation Expectation (1Q),41,39,0.951219512
2019-03-13 17:30:00,USD U.S. to Sell 4-Week Bills,81,77,0.950617284
2019-03-13 17:30:00,USD U.S. to Sell 8-Week Bills,81,77,0.950617284
2019-02-04 11:30:00,GBP Markit/CIPS UK Services PMI (JAN),40,38,0.95
2019-02-04 11:30:00,GBP Markit/CIPS UK Composite PMI (JAN),40,38,0.95
2019-02-04 11:30:00,GBP Official Reserves (Changes) (JAN),40,38,0.95
2018-08-28 08:45:00,EUR French Gross Domestic Product (QoQ) (2Q P),20,19,0.95
2018-08-28 08:45:00,EUR French Gross Domestic Product (YoY) (2Q P),20,19,0.95
2018-02-12 13:00:00,USD NFIB Small Business Optimism (JAN),100,95,0.95
2018-01-30 17:00:00,USD Pending Home Sales (MoM) (DEC),100,95,0.95
2018-01-30 17:00:00,USD Pending Home Sales (YoY) (DEC),100,95,0.95
2018-01-07 11:00:00,CHF Total Sight Deposits CHF (JAN 05),20,19,0.95
2018-01-07 11:00:00,CHF Domestic Sight Deposits CHF (JAN 05),20,19,0.95
2018-05-14 10:30:00,GBP Claimant Count Rate (APR),40,38,0.95
2018-05-14 10:30:00,GBP Jobless Claims Change (APR),40,38,0.95
2018-05-14 10:30:00,GBP Average Weekly Earnings (3M/YoY) (MAR),40,38,0.95
2018-05-14 10:30:00,GBP Weekly Earnings ex Bonus (3M/YoY) (MAR),40,38,0.95
2018-05-14 10:30:00,GBP ILO Unemployment Rate 3Mths (MAR),40,38,0.95
2018-05-14 10:30:00,GBP Employment Change 3M/3M (MAR),40,38,0.95
2018-12-20 20:00:00,USD Baker Hughes U.S. Rig Count (DEC 21),215,204,0.948837209
2018-12-06 10:30:00,GBP Halifax House Prices (MoM) (NOV),97,92,0.948453608
2018-12-06 10:30:00,GBP Halifax House Price 3Mths/Year (NOV),97,92,0.948453608
2019-01-30 06:05:00,JPY PM Abe and ex-BOJ Deputy Governor Nakaso speak at Daiwa's conf,38,36,0.947368421
2019-02-20 17:30:00,USD EIA Working Natural Gas Implied Flow (FEB 15),131,124,0.946564885
2018-02-06 02:00:00,JPY Labor Cash Earnings (YoY) (DEC),131,124,0.946564885
2018-02-06 02:00:00,JPY Real Cash Earnings (YoY) (DEC),131,124,0.946564885
2018-05-02 10:30:00,GBP Official Reserves (Changes) (APR),37,35,0.945945946
2018-05-02 10:30:00,GBP Markit/CIPS UK Services PMI (APR),37,35,0.945945946
2018-05-02 10:30:00,GBP Markit/CIPS UK Composite PMI (APR),37,35,0.945945946
2018-06-21 02:00:00,EUR OPEC Ministers and Partners Meet in Vienna to Discuss Outputs,37,35,0.945945946
2019-03-03 12:00:00,EUR Euro-Zone Producer Price Index (MoM) (JAN),37,35,0.945945946
2019-03-03 12:00:00,EUR Euro-Zone Producer Price Index (YoY) (JAN),37,35,0.945945946
2019-01-08 12:00:00,EUR Euro-Zone Unemployment Rate (NOV),74,70,0.945945946
2018-11-21 01:30:00,JPY National Consumer Price Index (YoY) (OCT),55,52,0.945454545
2018-11-21 01:30:00,JPY National Consumer Price Index Ex-Fresh Food (YoY) (OCT),55,52,0.945454545
2018-11-21 01:30:00,"JPY Natl Consumer Price Index Ex Fresh Food, Energy (YoY) (OCT)",55,52,0.945454545
2018-01-24 18:00:00,USD Kansas City Fed Manf. Activity (JAN),108,102,0.944444444
2018-01-15 06:30:00,JPY Tertiary Industry Index (MoM) (NOV),18,17,0.944444444
2018-01-15 06:30:00,JPY Bankruptcies (YoY) (DEC),18,17,0.944444444
2018-10-22 17:30:00,USD U.S. to Sell 4-Week Bills,282,266,0.943262411
2018-10-22 17:30:00,USD U.S. to Sell 8-Week Bills,282,266,0.943262411
2018-08-19 20:00:00,EUR Bundesbank President Jens Weidmann Speaks in Frankfurt,70,66,0.942857143
2018-12-13 16:45:00,USD Markit US Manufacturing PMI (DEC P),175,165,0.942857143
2018-12-13 16:45:00,USD Markit US Services PMI (DEC P),175,165,0.942857143
2018-03-18 01:50:00,JPY BOJ 4Q Money Flow,35,33,0.942857143
2018-03-18 01:50:00,JPY BOJ Summary of Opinions,35,33,0.942857143
2018-03-18 01:50:00,JPY Trade Balance (FEB),35,33,0.942857143
2018-03-18 01:50:00,JPY Adjusted Merchandise Trade Balance (Yen) (FEB),35,33,0.942857143
2018-03-18 01:50:00,JPY Exports (YoY) (FEB),35,33,0.942857143
2018-03-18 01:50:00,JPY Imports (YoY) (FEB),35,33,0.942857143
2018-04-11 04:00:00,CNY Foreign Direct Investment (YoY) (Mar),70,66,0.942857143
2018-06-20 07:00:00,JPY Supermarket Sales (YoY) (MAY),35,33,0.942857143
2018-05-28 18:00:00,EUR ECB's Coeure Speaks at Roundtable Discussion in Paris,192,181,0.942708333
2018-04-25 07:25:00,CHF SNB 1Q Earnings,87,82,0.942528736
2019-01-20 18:00:00,"GBP BOE's Place, Fried Speak in London",52,49,0.942307692
2019-01-10 02:30:00,AUD Retail Sales (MoM) (NOV),69,65,0.942028986
2018-02-19 12:00:00,EUR German ZEW Survey Current Situation (FEB),69,65,0.942028986
2018-02-19 12:00:00,EUR German ZEW Survey Expectations (FEB),69,65,0.942028986
2018-02-19 12:00:00,EUR Euro-Zone ZEW Survey (Economic Sentiment) (FEB),69,65,0.942028986
2019-01-02 17:00:00,USD ISM Manufacturing (DEC),326,307,0.941717791
2019-01-02 17:00:00,USD ISM Employment (DEC),326,307,0.941717791
2019-01-02 17:00:00,USD ISM Prices Paid (DEC),326,307,0.941717791
2019-01-02 17:00:00,USD ISM New Orders (DEC),326,307,0.941717791
2018-12-16 06:00:00,JPY Tokyo Condominium Sales (YoY) (NOV),34,32,0.941176471
2019-02-07 07:00:00,JPY Eco Watchers Survey Current (JAN),34,32,0.941176471
2019-02-07 07:00:00,JPY Eco Watchers Survey Outlook SA (JAN),34,32,0.941176471
2018-01-11 05:03:00,CNY Trade Balance (DEC),17,16,0.941176471
2018-01-11 05:03:00,CNY Imports (YoY) (DEC),17,16,0.941176471
2018-01-11 05:03:00,CNY Exports (YoY) (DEC),17,16,0.941176471
2018-05-01 00:45:00,NZD Unemployment Rate (1Q),34,32,0.941176471
2018-05-01 00:45:00,NZD Employment Change (QoQ) (1Q),34,32,0.941176471
2018-05-01 00:45:00,NZD Employment Change (YoY) (1Q),34,32,0.941176471
2018-05-01 00:45:00,NZD Participation Rate (1Q),34,32,0.941176471
